level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder,mnemonic_source_url
15,guise,n,an artful or simulated semblance,"guise, pretense, pretence, pretext","appearance, covering, characteristic, pretense, manner, disguise",Think of 'guise' as 'gui' to help remember it means an artful or simulated semblance.,The word 'guise' is a thing: it means an artful or simulated semblance.,"Yesterday, I had to ___ when I an artful or simulated semblance. Choices: [guise, play, jump].",
15,habitual,adj,commonly used or practiced; usual,"accustomed, customary, habitual, wonted","usual, normal, habitual, incessant, ordinary, fixed",Think of 'habitual' as 'hab' to help remember it means commonly used or practiced; usual.,My toy is very 'habitual' because it is commonly used or practiced; usual.,"Yesterday, I had to ___ when I commonly used or practiced; usual. Choices: [habitual, play, jump].",
15,hackney,,Synonyms:,"More Synonyms: car, taxicab","car, taxicab",Think of 'hackney' as 'hac' to help remember it means Synonyms:.,I will use the word 'hackney' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [hackney, play, jump].",
15,hangar,n,a large structure at an airport where aircraft can be stored and maintained,"airdock, hangar, repair shed","landing, headquarters",Think of 'hangar' as 'han' to help remember it means a large structure at an airport where aircraft can be stored and maintained.,The word 'hangar' is a thing: it means a large structure at an airport where aircraft can be stored and maintained.,"Yesterday, I had to ___ when I a large structure at an airport where aircraft can be stored and maintained. Choices: [hangar, play, jump].",
15,hapless,,Synonyms:,,,Think of 'hapless' as 'hap' to help remember it means Synonyms:.,I will use the word 'hapless' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [hapless, play, jump].",
15,harmonious,adj,musically pleasing,harmonious,"friendly, in agreement, friendly, beautiful, peaceful, simple",Think of 'harmonious' as 'har' to help remember it means musically pleasing.,My toy is very 'harmonious' because it is musically pleasing.,"Yesterday, I had to ___ when I musically pleasing. Choices: [harmonious, play, jump].",
15,hasten,v,act or move at high speed,"rush, hasten, hurry, look sharp, festinate","hurry, speed, forge, move quickly, flow, race away",Think of 'hasten' as 'has' to help remember it means act or move at high speed.,We can 'hasten' when we act or move at high speed.,"Yesterday, I had to ___ when I act or move at high speed. Choices: [hasten, play, jump].",
15,hearth,n,an open recess in a wall at the base of a chimney where a fire can be built,"fireplace, hearth, open fireplace","residence, smokestack, burning, residence, place where someone resides, habitat",Think of 'hearth' as 'hea' to help remember it means an open recess in a wall at the base of a chimney where a fire can be built.,The word 'hearth' is a thing: it means an open recess in a wall at the base of a chimney where a fire can be built.,"Yesterday, I had to ___ when I an open recess in a wall at the base of a chimney where a fire can be built. Choices: [hearth, play, jump].",
15,hectic,adj,marked by intense agitation or emotion,"feverish, hectic","frantic, excited, active, exhilarating, hot, excited",Think of 'hectic' as 'hec' to help remember it means marked by intense agitation or emotion.,My toy is very 'hectic' because it is marked by intense agitation or emotion.,"Yesterday, I had to ___ when I marked by intense agitation or emotion. Choices: [hectic, play, jump].",
15,hereditary,adj,occurring among members of a family usually by heredity,"familial, genetic, hereditary, inherited, transmitted, transmissible","inherited, inherited disorder, borrowed, hereditary, natural, coming from birth; natural",Think of 'hereditary' as 'her' to help remember it means occurring among members of a family usually by heredity.,My toy is very 'hereditary' because it is occurring among members of a family usually by heredity.,"Yesterday, I had to ___ when I occurring among members of a family usually by heredity. Choices: [hereditary, play, jump].",
15,heresy,n,any opinions or doctrines at variance with the official or orthodox position,"unorthodoxy, heterodoxy, heresy","unorthodoxy, disbelief, irreverence, incidental, disagreement, difference",Think of 'heresy' as 'her' to help remember it means any opinions or doctrines at variance with the official or orthodox position.,The word 'heresy' is a thing: it means any opinions or doctrines at variance with the official or orthodox position.,"Yesterday, I had to ___ when I any opinions or doctrines at variance with the official or orthodox position. Choices: [heresy, play, jump].",
15,hermitage,n,the abode of a hermit,hermitage,"seclusion, place of learning, vacation, place of safety, protection",Think of 'hermitage' as 'her' to help remember it means the abode of a hermit.,The word 'hermitage' is a thing: it means the abode of a hermit.,"Yesterday, I had to ___ when I the abode of a hermit. Choices: [hermitage, play, jump].",
15,hesitant,adj,lacking decisiveness of character; unable to act or decide quickly or firmly,"hesitant, hesitating","uncertain, reluctant, conflicting, regretting, opposing, bashful",Think of 'hesitant' as 'hes' to help remember it means lacking decisiveness of character; unable to act or decide quickly or firmly.,My toy is very 'hesitant' because it is lacking decisiveness of character; unable to act or decide quickly or firmly.,"Yesterday, I had to ___ when I lacking decisiveness of character; unable to act or decide quickly or firmly. Choices: [hesitant, play, jump].",
15,hesitation,n,indecision in speech or action,,,Think of 'hesitation' as 'hes' to help remember it means indecision in speech or action.,The word 'hesitation' is a thing: it means indecision in speech or action.,"Yesterday, I had to ___ when I indecision in speech or action. Choices: [hesitation, play, jump].",
15,hiatus,n,an interruption in the intensity or amount of something,"suspension, respite, reprieve, hiatus, abatement","interruption, space, interruption, ending, gap, breach",Think of 'hiatus' as 'hia' to help remember it means an interruption in the intensity or amount of something.,The word 'hiatus' is a thing: it means an interruption in the intensity or amount of something.,"Yesterday, I had to ___ when I an interruption in the intensity or amount of something. Choices: [hiatus, play, jump].",
15,hitherto,adv,used in negative statement to describe a situation that has existed up to this point or up to the present time,"so far, thus far, up to now, hitherto, heretofore, as yet, yet, til now, until now","in this place, earlier, up until now",Think of 'hitherto' as 'hit' to help remember it means used in negative statement to describe a situation that has existed up to this point or up to the present time.,He runs 'hitherto' which means he runs used in negative statement to describe a situation that has existed up to this point or up to the present time.,"Yesterday, I had to ___ when I used in negative statement to describe a situation that has existed up to this point or up to the present time. Choices: [hitherto, play, jump].",
15,homage,n,respectful deference,"court, homage","devotion, respect, loyalty, praise, attention, praise",Think of 'homage' as 'hom' to help remember it means respectful deference.,The word 'homage' is a thing: it means respectful deference.,"Yesterday, I had to ___ when I respectful deference. Choices: [homage, play, jump].",
15,horrify,v,fill with apprehension or alarm; cause to be unpleasantly surprised,"dismay, alarm, appal, appall, horrify","scare, amaze, frighten, disappoint, embarrass, scare",Think of 'horrify' as 'hor' to help remember it means fill with apprehension or alarm; cause to be unpleasantly surprised.,We can 'horrify' when we fill with apprehension or alarm; cause to be unpleasantly surprised.,"Yesterday, I had to ___ when I fill with apprehension or alarm; cause to be unpleasantly surprised. Choices: [horrify, play, jump].",
15,humiliate,v,cause to feel shame; hurt the pride of,"humiliate, mortify, chagrin, humble, abase","embarrass, deprive of self-esteem, confidence, weaken, force to agree, displease, shame",Think of 'humiliate' as 'hum' to help remember it means cause to feel shame; hurt the pride of.,We can 'humiliate' when we cause to feel shame; hurt the pride of.,"Yesterday, I had to ___ when I cause to feel shame; hurt the pride of. Choices: [humiliate, play, jump].",
15,humility,n,a disposition to be humble; a lack of false pride,"humility, humbleness","humbleness, shyness, hesitancy, religiousness, shyness, endurance",Think of 'humility' as 'hum' to help remember it means a disposition to be humble; a lack of false pride.,The word 'humility' is a thing: it means a disposition to be humble; a lack of false pride.,"Yesterday, I had to ___ when I a disposition to be humble; a lack of false pride. Choices: [humility, play, jump].",
15,hysterical,adj,characterized by or arising from psychoneurotic hysteria,"hysteric, hysterical","upset, in a panic, insane, infatuated, excited, insane",Think of 'hysterical' as 'hys' to help remember it means characterized by or arising from psychoneurotic hysteria.,My toy is very 'hysterical' because it is characterized by or arising from psychoneurotic hysteria.,"Yesterday, I had to ___ when I characterized by or arising from psychoneurotic hysteria. Choices: [hysterical, play, jump].",
