level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder
15,embellishment,n,elaboration of an interpretation by the use of decorative (sometimes fictitious) detail,"embellishment, embroidery","decorating, attachment, enhancing, decoration, beautification, depiction",🔑 Remember: 'embellishment' sounds like 'emb' and means elaboration of an interpretation by the use of decorative (sometimes fictitious) detail.,"The word 'embellishment' is a thing, it means elaboration of an interpretation by the use of decorative (sometimes fictitious) detail.","On a sunny day, Mia decided to ___ while she elaboration of an interpretation by the use of decorative (sometimes fictitious) detail. Choices: [embellishment, sleep, laugh]"
15,empathy,n,understanding and entering into another’s feelings,empathy,"understanding, feeling, harmony, mental state, state of mind, sympathy",🔑 Remember: 'empathy' sounds like 'emp' and means understanding and entering into another’s feelings.,"The word 'empathy' is a thing, it means understanding and entering into another’s feelings.","On a rainy day, Mia decided to ___ while she understanding and entering into another’s feelings. Choices: [empathy, sleep, laugh]"
15,enclave,n,an enclosed territory that is culturally distinct from the foreign territory that surrounds it,enclave,"authority, land surrounded by body of water, habitat, enclose, domain",🔑 Remember: 'enclave' sounds like 'enc' and means an enclosed territory that is culturally distinct from the foreign territory that surrounds it.,"The word 'enclave' is a thing, it means an enclosed territory that is culturally distinct from the foreign territory that surrounds it.","During the big game, the team had to ___ if they wanted to an enclosed territory that is culturally distinct from the foreign territory that surrounds it. Choices: [enclave, run, jump]"
15,endemic,n,a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location,"endemic, endemic disease","native, native, contagious, communicable, ailment, unhealthy",🔑 Remember: 'endemic' sounds like 'end' and means a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location.,"The word 'endemic' is a thing, it means a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location.","During the big game, the team had to ___ if they wanted to a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location. Choices: [endemic, run, jump]"
15,engross,v,devote (oneself) fully to,"steep, immerse, engulf, plunge, engross, absorb, soak up","captivate, captivate, fascinate, sign, charm, make up",🔑 Remember: 'engross' sounds like 'eng' and means devote (oneself) fully to.,Every day we can 'engross' when we devote (oneself) fully to.,"During the big game, the team had to ___ if they wanted to devote (oneself) fully to. Choices: [engross, run, jump]"
15,entice,v,provoke someone to do something through (often false or exaggerated) promises or persuasion,,,🔑 Remember: 'entice' sounds like 'ent' and means provoke someone to do something through (often false or exaggerated) promises or persuasion.,Every day we can 'entice' when we provoke someone to do something through (often false or exaggerated) promises or persuasion.,"In the middle of the forest, animals love to ___ because they provoke someone to do something through (often false or exaggerated) promises or persuasion. Choices: [entice, hide, sing]"
15,entomology,n,the branch of zoology that studies insects,"entomology, bugology",,🔑 Remember: 'entomology' sounds like 'ent' and means the branch of zoology that studies insects.,"The word 'entomology' is a thing, it means the branch of zoology that studies insects.","Sara’s teacher asked the class to ___ to show they could the branch of zoology that studies insects. Choices: [entomology, draw, play]"
15,entrench,v,fix firmly or securely,"entrench, intrench","establish, trespass, protect, invade, organize, establish",🔑 Remember: 'entrench' sounds like 'ent' and means fix firmly or securely.,Every day we can 'entrench' when we fix firmly or securely.,"Sara’s teacher asked the class to ___ to show they could fix firmly or securely. Choices: [entrench, draw, play]"
15,envelop,v,enclose or enfold completely with or as if with a covering,"envelop, enfold, enwrap, wrap, enclose","encase, cover, enclose, circumnavigate, fog, protect",🔑 Remember: 'envelop' sounds like 'env' and means enclose or enfold completely with or as if with a covering.,Every day we can 'envelop' when we enclose or enfold completely with or as if with a covering.,"On a rainy day, Mia decided to ___ while she enclose or enfold completely with or as if with a covering. Choices: [envelop, sleep, laugh]"
15,equinox,n,either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length,equinox,"season, season",🔑 Remember: 'equinox' sounds like 'equ' and means either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length.,"The word 'equinox' is a thing, it means either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length.","On a sunny day, Mia decided to ___ while she either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length. Choices: [equinox, sleep, laugh]"
15,eradicate,v,kill in large numbers,"eliminate, annihilate, extinguish, eradicate, wipe out, decimate, carry off","destroy, eliminate, destroy, expel, cover, destroy",🔑 Remember: 'eradicate' sounds like 'era' and means kill in large numbers.,Every day we can 'eradicate' when we kill in large numbers.,"Tom found a magic box that could ___ when he kill in large numbers. Choices: [eradicate, dance, eat]"
15,erratic,adj,liable to sudden unpredictable change,"erratic, fickle, mercurial, quicksilver","unpredictable, goalless, chance, discontinuous, changeable, chance",🔑 Remember: 'erratic' sounds like 'err' and means liable to sudden unpredictable change.,My dog is 'erratic' because it is liable to sudden unpredictable change.,"Tom found a magic box that could ___ when he liable to sudden unpredictable change. Choices: [erratic, dance, eat]"
15,erupt,v,start abruptly,"erupt, break out","be ejected, burp, explode, rave, happen, emerge",🔑 Remember: 'erupt' sounds like 'eru' and means start abruptly.,Every day we can 'erupt' when we start abruptly.,"In the middle of the forest, animals love to ___ because they start abruptly. Choices: [erupt, hide, sing]"
15,escalation,n,an increase to counteract a perceived discrepancy,escalation,"accumulation, increase to climax, reduction, addition, increase, jump",🔑 Remember: 'escalation' sounds like 'esc' and means an increase to counteract a perceived discrepancy.,"The word 'escalation' is a thing, it means an increase to counteract a perceived discrepancy.","In the middle of the forest, animals love to ___ because they an increase to counteract a perceived discrepancy. Choices: [escalation, hide, sing]"
15,esoteric,adj,confined to and understandable by only an enlightened inner circle,esoteric,"mysterious, difficult, secret, secret, secret, abstract",🔑 Remember: 'esoteric' sounds like 'eso' and means confined to and understandable by only an enlightened inner circle.,My dog is 'esoteric' because it is confined to and understandable by only an enlightened inner circle.,"During the big game, the team had to ___ if they wanted to confined to and understandable by only an enlightened inner circle. Choices: [esoteric, run, jump]"
15,ethos,n,(anthropology) the distinctive spirit of a culture or an era,ethos,"individuality, moral philosophy, values, morality",🔑 Remember: 'ethos' sounds like 'eth' and means (anthropology) the distinctive spirit of a culture or an era.,"The word 'ethos' is a thing, it means (anthropology) the distinctive spirit of a culture or an era.","Sara’s teacher asked the class to ___ to show they could (anthropology) the distinctive spirit of a culture or an era. Choices: [ethos, draw, play]"
15,evade,v,"avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)","hedge, fudge, evade, put off, circumvent, parry, elude, skirt, dodge, duck, sidestep","avoid, hold back, stay away, stop, fool, avoid","🔑 Remember: 'evade' sounds like 'eva' and means avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues).","Every day we can 'evade' when we avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues).","On a snowy day, Mia decided to ___ while she avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues). Choices: [evade, sleep, laugh]"
